age,industry,currency,country,years_experience,years_experience_field,education,gender,total_salary,salary_COP
25-34,Government,GBP,United Kingdom,5-7 years,2 - 4 years,Master's degree,Woman,54700.0,273500000.0
25-34,Technology,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,114000.0,456000000.0
35-44,Legal,USD,United States,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,113000.0,452000000.0
45-54,Education,USD,United States,11 - 20 years,5-7 years,PhD,Woman,58000.0,232000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,69000.0,276000000.0
25-34,Retail & E-commerce,USD,United States,11 - 20 years,8 - 10 years,Some college,Woman,36000.0,144000000.0
25-34,Healthcare,USD,United States,8 - 10 years,2 - 4 years,College degree,Woman,35000.0,140000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,625000.0,2500000000.0
25-34,Healthcare,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,72000.0,288000000.0
25-34,Arts & Culture,GBP,United Kingdom,5-7 years,5-7 years,College degree,Woman,23000.0,115000000.0
35-44,Other,USD,United States,11 - 20 years,11 - 20 years,High School,Woman,37400.0,149600000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,99000.0,396000000.0
35-44,Education,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,60000.0,240000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,116715.0,466860000.0
45-54,Education,USD,United States,21 - 30 years,8 - 10 years,Master's degree,Woman,50003.0,200012000.0
35-44,Manufacturing,USD,United States,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,132000.0,528000000.0
45-54,Education,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,51000.0,204000000.0
25-34,Media & Publishing,EUR,Other,8 - 10 years,5-7 years,Master's degree,Woman,34000.0,153000000.0
35-44,Nonprofit,CAD,Canada,8 - 10 years,5-7 years,College degree,Woman,60000.0,192000000.0
18-24,Other,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,55000.0,220000000.0
35-44,Marketing & PR,CAD,Canada,11 - 20 years,8 - 10 years,Some college,Woman,120000.0,384000000.0
35-44,Healthcare,USD,United States,5-7 years,5-7 years,Some college,Woman,47280.0,189120000.0
25-34,Real Estate,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,70772.0,283088000.0
35-44,Government,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,79000.0,316000000.0
45-54,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,PhD,Woman,79000.0,316000000.0
25-34,Healthcare,USD,United States,5-7 years,2 - 4 years,College degree,Woman,39520.0,158080000.0
35-44,Other,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,153000.0,612000000.0
25-34,Other,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,92012.0,368048000.0
35-44,Arts & Culture,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,115000.0,460000000.0
55-64,Manufacturing,USD,United States,31 - 40 years,31 - 40 years,Master's degree,Woman,172345.0,689380000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,171000.0,684000000.0
25-34,Education,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,51600.0,206400000.0
55-64,Healthcare,USD,United States,31 - 40 years,31 - 40 years,Some college,Man,54000.0,216000000.0
25-34,Education,GBP,United Kingdom,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,41017.0,205085000.0
25-34,Other,USD,United States,8 - 10 years,2 - 4 years,College degree,Man,70000.0,280000000.0
25-34,Healthcare,USD,United States,2 - 4 years,2 - 4 years,PhD,Woman,205000.0,820000000.0
25-34,Other,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,110000.0,440000000.0
18-24,Hospitality,USD,United States,5-7 years,5-7 years,Some college,Woman,48000.0,192000000.0
35-44,Healthcare,USD,United States,11 - 20 years,11 - 20 years,Some college,Woman,132000.0,528000000.0
25-34,Manufacturing,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,92000.0,368000000.0
25-34,Marketing & PR,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,190000.0,760000000.0
25-34,Finance,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,100940.0,403760000.0
25-34,Marketing & PR,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,67725.0,270900000.0
25-34,Education,USD,United States,11 - 20 years,5-7 years,Master's degree,Woman,45000.0,180000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,8 - 10 years,PhD,Woman,95000.0,380000000.0
35-44,Government,CAD,Canada,11 - 20 years,11 - 20 years,Master's degree,Woman,132000.0,422400000.0
25-34,Marketing & PR,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,116000.0,464000000.0
25-34,Environment,USD,United States,5-7 years,5-7 years,Master's degree,Woman,53500.0,214000000.0
25-34,Education,USD,United States,5-7 years,5-7 years,Master's degree,Woman,49000.0,196000000.0
25-34,Real Estate,USD,United States,5-7 years,2 - 4 years,College degree,Woman,70000.0,280000000.0
25-34,Finance,USD,United States,5-7 years,5-7 years,College degree,Woman,75000.0,300000000.0
45-54,Marketing & PR,USD,United States,11 - 20 years,11 - 20 years,PhD,Woman,138400.0,553600000.0
25-34,Healthcare,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,115000.0,460000000.0
35-44,Finance,GBP,United Kingdom,11 - 20 years,5-7 years,College degree,Woman,70500.0,352500000.0
35-44,Manufacturing,USD,United States,5-7 years,2 - 4 years,College degree,Woman,101000.0,404000000.0
45-54,Media & Publishing,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,103000.0,412000000.0
25-34,Marketing & PR,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,65000.0,260000000.0
35-44,Education,EUR,Austria,11 - 20 years,8 - 10 years,Master's degree,Woman,45000.0,202500000.0
35-44,Finance,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,83000.0,332000000.0
35-44,Government,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,106100.0,424400000.0
25-34,Marketing & PR,USD,United States,5-7 years,2 - 4 years,College degree,Woman,76000.0,304000000.0
45-54,Education,USD,United States,21 - 30 years,8 - 10 years,Master's degree,Woman,62000.0,248000000.0
35-44,Manufacturing,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,95975.0,383900000.0
25-34,Other,USD,United States,5-7 years,5-7 years,PhD,Woman,48000.0,192000000.0
45-54,Education,CAD,Canada,31 - 40 years,11 - 20 years,College degree,Woman,95000.0,304000000.0
35-44,Healthcare,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,101000.0,404000000.0
25-34,Technology,EUR,Germany,5-7 years,5-7 years,Master's degree,Woman,55000.0,247500000.0
35-44,Legal,USD,United States,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,190000.0,760000000.0
35-44,Finance,USD,United States,8 - 10 years,8 - 10 years,PhD,Woman,101000.0,404000000.0
18-24,Other,USD,United States,2 - 4 years,2 - 4 years,College degree,Woman,39600.0,158400000.0
55-64,Real Estate,USD,United States,31 - 40 years,1 year or less,Some college,Woman,34250.0,137000000.0
35-44,Other,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,156400.0,625600000.0
35-44,Finance,USD,United States,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,150000.0,600000000.0
25-34,Technology,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,120000.0,480000000.0
35-44,Other,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,81000.0,324000000.0
25-34,Technology,USD,United States,5-7 years,2 - 4 years,Master's degree,Woman,70000.0,280000000.0
25-34,Nonprofit,USD,United States,5-7 years,5-7 years,Master's degree,Woman,38760.0,155040000.0
35-44,Education,GBP,United Kingdom,8 - 10 years,8 - 10 years,PhD,Woman,35000.0,175000000.0
55-64,Education,USD,United States,31 - 40 years,31 - 40 years,Master's degree,Woman,38000.0,152000000.0
35-44,Pharmaceuticals,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,244900.0,979600000.0
35-44,Government,GBP,United Kingdom,11 - 20 years,2 - 4 years,College degree,Woman,33176.0,165880000.0
35-44,Finance,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,154160.0,616640000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,High School,Woman,185000.0,740000000.0
35-44,Other,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,184000.0,736000000.0
35-44,Energy,GBP,United Kingdom,11 - 20 years,11 - 20 years,Master's degree,Woman,80000.0,400000000.0
55-64,Education,USD,United States,31 - 40 years,31 - 40 years,PhD,Woman,128000.0,512000000.0
25-34,Healthcare,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,81120.0,324480000.0
25-34,Marketing & PR,USD,United States,1 year or less,1 year or less,Some college,Woman,560000.0,2240000000.0
25-34,Healthcare,USD,United States,11 - 20 years,11 - 20 years,High School,Woman,63000.0,252000000.0
25-34,Manufacturing,BRL,Brazil,11 - 20 years,8 - 10 years,Master's degree,Woman,176500.0,141200000.0
25-34,Education,USD,United States,5-7 years,1 year or less,PhD,Woman,69000.0,276000000.0
35-44,Education,USD,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,51000.0,204000000.0
45-54,Media & Publishing,USD,United States,21 - 30 years,11 - 20 years,Some college,Woman,55500.0,222000000.0
25-34,Legal,USD,United States,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,155000.0,620000000.0
35-44,Utilities & Telecommunications,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,45000.0,180000000.0
25-34,Other,USD,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,82000.0,328000000.0
25-34,Other,USD,United States,5-7 years,2 - 4 years,Master's degree,Man,79000.0,316000000.0
35-44,Education,USD,United States,11 - 20 years,5-7 years,College degree,Woman,49100.0,196400000.0
45-54,Other,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,46800.0,187200000.0
35-44,Government,USD,United States,8 - 10 years,5-7 years,PhD,Woman,145128.0,580512000.0
25-34,Nonprofit,USD,United States,11 - 20 years,5-7 years,High School,Woman,26200.0,104800000.0
25-34,Nonprofit,USD,United States,2 - 4 years,11 - 20 years,Master's degree,Woman,56000.0,224000000.0
35-44,Healthcare,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,85000.0,340000000.0
25-34,Legal,USD,United States,5-7 years,5-7 years,Master's degree,Woman,109146.0,436584000.0
35-44,Manufacturing,USD,United States,11 - 20 years,11 - 20 years,Some college,Woman,49695.0,198780000.0
45-54,Other,USD,United States,31 - 40 years,8 - 10 years,College degree,Woman,87060.0,348240000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,160000.0,640000000.0
35-44,Finance,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,200000.0,800000000.0
25-34,Arts & Culture,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,28000.0,112000000.0
45-54,Technology,CAD,Canada,21 - 30 years,21 - 30 years,College degree,Woman,173000.0,553600000.0
55-64,Education,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,50000.0,200000000.0
35-44,Education,USD,United States,5-7 years,5-7 years,Master's degree,Woman,42500.0,170000000.0
25-34,Technology,USD,United States,11 - 20 years,5-7 years,College degree,Woman,74618.0,298472000.0
25-34,Healthcare,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Man,38500.0,154000000.0
45-54,Finance,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,71000.0,284000000.0
25-34,Media & Publishing,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,120000.0,480000000.0
25-34,Government,USD,United States,5-7 years,5-7 years,College degree,Woman,83000.0,332000000.0
35-44,Nonprofit,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,83000.0,332000000.0
45-54,Nonprofit,USD,United States,31 - 40 years,21 - 30 years,Master's degree,Woman,180000.0,720000000.0
35-44,Healthcare,USD,United States,11 - 20 years,1 year or less,Master's degree,Woman,124500.0,498000000.0
35-44,Transport & Logistics,USD,United States,21 - 30 years,2 - 4 years,Master's degree,Woman,73000.0,292000000.0
35-44,Technology,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,96000.0,384000000.0
35-44,Government,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,48500.0,194000000.0
35-44,Finance,USD,United States,21 - 30 years,21 - 30 years,College degree,Man,160000.0,640000000.0
25-34,Transport & Logistics,USD,United States,5-7 years,2 - 4 years,College degree,Woman,57340.0,229360000.0
25-34,Finance,USD,United States,5-7 years,5-7 years,Master's degree,Woman,110000.0,440000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,98000.0,392000000.0
45-54,Hospitality,USD,United States,31 - 40 years,11 - 20 years,Master's degree,Woman,73000.0,292000000.0
25-34,Media & Publishing,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,38000.0,152000000.0
35-44,Marketing & PR,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,47000.0,188000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,8 - 10 years,College degree,Woman,42432.0,169728000.0
25-34,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,70000.0,280000000.0
25-34,Nonprofit,USD,United States,5-7 years,5-7 years,College degree,Man,57712.0,230848000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,129500.0,518000000.0
35-44,Manufacturing,USD,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,78542.0,314168000.0
25-34,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,Some college,Woman,90000.0,360000000.0
35-44,Education,USD,United States,8 - 10 years,8 - 10 years,PhD,Woman,83000.0,332000000.0
35-44,Education,CAD,Canada,8 - 10 years,8 - 10 years,PhD,Woman,117000.0,374400000.0
25-34,Finance,GBP,United Kingdom,2 - 4 years,2 - 4 years,College degree,Woman,54000.0,270000000.0
35-44,Marketing & PR,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,180000.0,720000000.0
35-44,Education,USD,United States,11 - 20 years,5-7 years,PhD,Woman,63000.0,252000000.0
45-54,Other,USD,United States,21 - 30 years,11 - 20 years,Some college,Other or prefer not to answer,44000.0,176000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,5-7 years,Master's degree,Man,72500.0,290000000.0
55-64,Government,USD,United States,31 - 40 years,5-7 years,College degree,Other or prefer not to answer,60000.0,240000000.0
25-34,Manufacturing,USD,United States,5-7 years,5-7 years,Master's degree,Woman,93500.0,374000000.0
25-34,Healthcare,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,95000.0,380000000.0
35-44,Other,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Woman,101160.0,323712000.0
25-34,Nonprofit,USD,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,50000.0,200000000.0
35-44,Education,USD,United States,11 - 20 years,2 - 4 years,College degree,Woman,54723.0,218892000.0
25-34,Hospitality,USD,United States,5-7 years,2 - 4 years,College degree,Man,46680.0,186720000.0
25-34,Other,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,70000.0,280000000.0
25-34,Media & Publishing,USD,United States,8 - 10 years,5-7 years,College degree,Woman,43000.0,172000000.0
35-44,Real Estate,USD,United States,8 - 10 years,5-7 years,Master's degree,Woman,85000.0,340000000.0
25-34,Nonprofit,USD,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,43680.0,174720000.0
35-44,Education,GBP,United Kingdom,21 - 30 years,11 - 20 years,College degree,Woman,38017.0,190085000.0
35-44,Finance,USD,Other,11 - 20 years,8 - 10 years,College degree,Woman,49500.0,198000000.0
45-54,Nonprofit,USD,United States,31 - 40 years,21 - 30 years,High School,Woman,58638.0,234552000.0
35-44,Technology,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,51000.0,204000000.0
45-54,Other,USD,United States,21 - 30 years,11 - 20 years,College degree,Woman,205000.0,820000000.0
35-44,Education,GBP,United Kingdom,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,22657.0,113285000.0
35-44,Education,CAD,Canada,11 - 20 years,8 - 10 years,College degree,Woman,39000.0,124800000.0
35-44,Other,USD,United States,11 - 20 years,11 - 20 years,College degree,Woman,100000.0,400000000.0
35-44,Real Estate,USD,United States,11 - 20 years,5-7 years,College degree,Woman,68000.0,272000000.0
45-54,Government,USD,United States,11 - 20 years,8 - 10 years,Master's degree,Man,82700.0,330800000.0
35-44,Other,CAD,Canada,11 - 20 years,11 - 20 years,College degree,Woman,70000.0,224000000.0
35-44,Government,USD,United States,8 - 10 years,8 - 10 years,PhD,Woman,84500.0,338000000.0
55-64,Healthcare,USD,United States,31 - 40 years,31 - 40 years,Master's degree,Woman,104000.0,416000000.0
25-34,Finance,USD,United States,8 - 10 years,8 - 10 years,College degree,Woman,101000.0,404000000.0
35-44,Nonprofit,USD,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,44341.0,177364000.0
